ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
HI528: Designing with Intent: The Value of Culture	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 12:45 PM	UTC-4	OCCC W304G	Audience Level: Beginning | Track: Human Computer Interaction | Focus Area: Human Factors and Best Practices | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 12:45 PM | Location: OCCC W304G | Speakers: Farzana Sedillo	Culture defines values and behaviors: what catches our attention, the elements that invoke trust, the ways we search, what we consider relevant and triggers that provoke actions. Globalization raises consumers' expectations that they'll be served locally in a more intimate, personal and culturally relevant way.Designs are good when they are part of culture. We must design with intent.	N
VR513: The Future is Augmented: Our AR Journey and What it Means for Humans	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 1:15 PM	UTC-4	OCCC W415A	Audience Level: Beginning | Track: Virtual, Augmented, and Mixed Reality | Focus Area: The Future Impact of Immersive Technologies, Applications of Immersive Technologies | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: OCCC W415A | Speakers: Timoni West, Aleissia Laidacker, Kayla Kinnunen, Silka Miesnieks, Lydia Choy	"Technologists are asking themselves, ""How will humans interact with computers when augmented reality is ubiquitous?"" and ""What will those protocols and systems look like?"" With the advent of consumer AR wearables, we truly have an opportunity to build the spatial interfaces of tomorrow. This panel will examine the systems, infrastructure, and tools needed to make spatial computing a reality."	N
CS503: 5G: Understanding the Next Big Disruption.	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 1:15 PM	UTC-4	OCCC W314A	Audience Level: Beginning | Track: Computer Systems Engineering | Focus Area: Building Blocks for the Future of Computing | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: OCCC W314A | Speakers: Sharada Panchagnula, Vanitha Kumar, Sanyogita Shamsunder, Qing Ye, Jeni Panhorst	The buzz around 5G has been steadily increasing since 2015. Tech companies have announced plans for solutions around 5G. What impact might 5G have on the wireless ecosystem? This panel will discuss attempts at several companies to enable 5G while answering the questions above. It will also discuss the opportunities that 5G can enable in adjacent areas such as AR/VR, Cloud storage, IoT, automotive.	N
Abie Award Series: Social Impact - Serving the Needs of a Diverse Population (Interactive Session)	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 1:15 PM	UTC-4	OCCC W300	Track: Abie Award Series | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: OCCC W300 | Speakers: Vicki Hanson, Bran Knowles	Computing can do a great amount of good in the world by serving people’s needs if efforts are made to represent divergent perspectives within products and services. This interactive session focuses on needs of older adults whose perspectives are too often overlooked, in part because they are inconvenient to accommodate; and how serving older adults’ needs informs technology innovation for us all.	N
CR206: Women Who Influence Every Step of the Consumer Product Life Cycle	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 1:15 PM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: Student | Track: Career | Focus Area: The Future of Work | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: Hyatt Plaza International Ballroom H | Speakers: Anurupa Rao, Irina Kozlovskaya, Prarthna Gopinath, Tricia Ann Nensewitz-Zhao, Sarah Muraoka Koehler	Vertical integration of hardware and software revolutionizes user experience. Products as common as doorbells become more functional and delightful when envisioned through this lens; on the horizon are technologies like VR and autonomous cars that will have an exponential impact on society. Women leading this hardware-software synergy will share how to thrive in this exciting career of the future.	N
TM562: Enterprise Data Security - What to Expect with the Increased Usage of AI to Protect Data	Wednesday, October 2, 2019 12:15 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC W202B	Audience Level: Beginning | Track: Tech Meetups | Focus Area: Digital Transformation – Privacy and Security | Start Date: Wednesday, October 2, 2019 | Start Time: 12:15 PM | End Time: 1:00 PM | Location: OCCC W202B | Speakers: Sophia Gu	As digital data sets grow quickly each day originating from software logs, mobile devices and many other forms, users want to know whether their data have been secured properly. The traditional rule based technology can no longer keep up with the complex data that are constantly evolving. Artificial intelligence can augment the abilities of people to address the challenges in an exciting way.	N
HW645: Post-Silicon Chip Validation: Where the Silicon Meets the Road	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC W312C	Audience Level: Intermediate | Track: Hardware | Focus Area: Makers and Hardware Outside the CPU | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W312C | Speakers: Giselle Agosto, Anuja Banerjee	The complexity of today's chip designs has exacerbated the limitations of Pre-Silicon (Si) verification. There is an increased need to rely on Post-Si validation to find bugs not visible in Pre-Si. Through practical examples, we highlight Post-Si validation techniques used to reach manufacturing goals and showcase the intersection of SW and HW engineering that goes into Post-Si validation.	N
AI701: Deep Learning for Metastatic Cancer Detection	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC W304C	Audience Level: Advanced | Track: Artificial Intelligence | Focus Area: AI Applications | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W304C | Speakers: Azadeh Mobasher, Marjan Momtazpour	In this paper, we focus on detecting metastatic cancer in small image patches taken from larger pathology scans, where detection task is cast as a binary classification problem. We present our proposed algorithm to use transfer learning, data augmentation and ensemble learning for metastatic cancer detection on PCam dataset. We open-source our algorithm for future collaborations.	N
What Does Success Look Like? Learn How to Make Classrooms and Workplaces Inclusive and Welcoming	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 2:30 PM	UTC-4	OCCC W308D	Audience Level: All | Track: Special Session | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 2:30 PM | Location: OCCC W308D | Speakers: Tracy Camp, Katherine Lannen, Ed Lazowska, Lucy Sanders, Jodi Tims, Kim Vorrath, Linda Wu	We all want our classrooms and workplaces to be inclusive and welcoming. Come hear from corporate and academic leaders who have successfully created welcoming technical cultures within their organizations. Participants will also share their own experiences and successes, and ACM-W, CRA-W and NCWIT will provide proven practical programs/resources that are available to assist your diversity goals.	N
IW656: FarmBeats: AI and IoT for Agriculture	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC W222B	Audience Level: Intermediate | Track: Internet of Things/Wearable Tech | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W222B | Speakers: Zerina Kapetanovic	Data-driven techniques help boost agricultural productivity by increasing yield, reducing cost and ensure sustainable farming practices. However, these techniques have seen sparse adoption due to the high cost of data collection. FarmBeats is an AI and IoT platform that bridges the gap by enabling seamless data collection and empowering farmers with affordable digital agriculture solutions.	N
Women Technologists: Trajectory of Wealth	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:30 PM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: All | Track: Communities | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:30 PM | Location: Hyatt Plaza International Ballroom G | Speakers: Emily Maxie, Audra Aulabaugh, Kim Holmes, TeLisa Daughtry, Alicia Syrett	This session will discuss the ways wealth can be amassed by women entering the technology sector and what they should do along their careers to ensure they become financially secure during the different phases of their life. The panelists will discuss wealth attainment in traditional manners (retirement savings) and also non-traditional manners such as working at a startup before it is purchased.	N
SP544: Save the Person, Save the Bank	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC WF3	Audience Level: Beginning | Track: Security/Privacy | Focus Area: Security and Privacy Aspects of the Advanced CyberInfrastructure (CI) | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC WF3 | Speakers: Jen Walsh	Although the media focuses on nation states, the largest loss to a company's intellectual property is an amateur or advanced amateur insider. This talk will concentrate on three classifications of insider threats and how to use an earlier identification to provide non-punitive measures.  The talk will focus both on human interaction and intervention as well as technology capabilities.	N
CR312: Harnessing Your Super Powers	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	Hyatt Regency Ballroom S	Audience Level: Mid-Career | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: Hyatt Regency Ballroom S | Speakers: Mai Le	Super Powers: we all dream of having them. Abilities that make us stronger, faster or invincible. While we may not be born with these supernatural powers, we can develop our own version of super powers - powers that make our whole selves stronger, faster and more resilient.	N
SE548: Creating an Inclusive Code Review Culture	Wednesday, October 2, 2019 12:30 PM	Wednesday, October 2, 2019 1:00 PM	UTC-4	OCCC W224D	Audience Level: Beginning | Track: Software Engineering | Focus Area: Architecture and Design of Large-Scale Software | Start Date: Wednesday, October 2, 2019 | Start Time: 12:30 PM | End Time: 1:00 PM | Location: OCCC W224D | Speakers: Kayla Kasprak	All developers have likely experienced the familiar dread surrounding code reviews - having to context switch to unblock a teammate's pull request or deciding how to move forward after a comment with which you disagreed. Guided by examples, this session will outline techniques to help you transform the code review culture of your team, improving code quality and working relationships simultaneously.	N
CR301: To Speak or Not to Speak about Stages of Physiological Shifts: Wellness, Womanhood, & -Pause	Wednesday, October 2, 2019 12:45 PM	Wednesday, October 2, 2019 1:45 PM	UTC-4	Hyatt Regency Ballroom V	Audience Level: Mid-Career | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Wednesday, October 2, 2019 | Start Time: 12:45 PM | End Time: 1:45 PM | Location: Hyatt Regency Ballroom V | Speakers: Ritu Arora, Lani Fraizer, Deb Tates Gates, Kat Andrews, Helen Easterling Williams	Due to hormonal changes, women undergo natural stages of physiological shifts that can be detrimental to their career performance. Some women even fear risk of discrimination at workplace and suffer in silence due to symptoms. Let us discuss the impact of these physiological shifts -  especially, perimenopause and menopause - on career, and find strategies to confidently manage health with career.	N
HW567: Build With Us: IoT to Keep Your Plants Alive!	Wednesday, October 2, 2019 1:00 PM	Wednesday, October 2, 2019 2:00 PM	UTC-4	OCCC W414A	Audience Level: Beginning | Track: Hardware | Focus Area: Makers and Hardware Outside the CPU | Start Date: Wednesday, October 2, 2019 | Start Time: 1:00 PM | End Time: 2:00 PM | Location: OCCC W414A | Speakers: Ivy Malao, Starvon Washington, Yanning Qu	Tables will work together to build a simple device that tells you when to water a plant. Wiring together and writing code for an Arduino, LEDs, moisture sensor, and Bluetooth module, you will be use your device in different potted plants to determine which are over or under-watered. You will make something useful and learn that working with IoT and hardware is doable, rewarding, and fun!	N
